date/time,kwh,,
 07/28  15:00:00,290.5205367,,
 07/28  16:00:00,288.9288574,,
 07/28  17:00:00,286.5125983,,
 07/28  18:00:00,275.0495699,,
 07/28  19:00:00,255.3006306,,
 07/28  20:00:00,239.6041983,,
 07/28  21:00:00,170.5742133,,
 07/28  22:00:00,125.6460927,,
 07/28  23:00:00,156.3596056,,
 07/28  24:00:00,135.0850752,,
 07/29  01:00:00,121.3550991,,
 07/29  02:00:00,120.2325068,,
 07/29  03:00:00,119.2927088,,
 07/29  04:00:00,126.4268006,,
 07/29  05:00:00,125.6215556,,
 07/29  06:00:00,144.7731948,,
 07/29  07:00:00,164.2186728,,
 07/29  08:00:00,226.2808177,,
 07/29  09:00:00,253.7927129,,
 07/29  10:00:00,280.5589415,,
 07/29  11:00:00,302.9883385,,
 07/29  12:00:00,292.1835758,,
 07/29  13:00:00,294.6997373,,
 07/29  14:00:00,287.59497,,
 07/29  15:00:00,282.027271,,
 07/29  16:00:00,283.6863063,,
 07/29  17:00:00,282.8612916,,
 07/29  18:00:00,257.5525035,,
 07/29  19:00:00,218.8774627,,
 07/29  20:00:00,213.1382278,,
 07/29  21:00:00,160.5393831,,
 07/29  22:00:00,122.5328211,,
 07/29  23:00:00,152.9610754,,
 07/29  24:00:00,130.7644431,,
 07/30  01:00:00,120.0429019,,
 07/30  02:00:00,119.0598788,,
 07/30  03:00:00,118.8135703,,
 07/30  04:00:00,126.3855857,,
 07/30  05:00:00,125.5582076,,
 07/30  06:00:00,144.9447117,,
 07/30  07:00:00,164.3890904,,
 07/30  08:00:00,198.2205884,,
 07/30  09:00:00,179.4066912,,
 07/30  10:00:00,214.1396784,,
 07/30  11:00:00,242.5777479,,
 07/30  12:00:00,264.0426499,,
 07/30  13:00:00,263.7104408,,
 07/30  14:00:00,256.941106,,
 07/30  15:00:00,251.1328884,,
 07/30  16:00:00,249.2877831,,
 07/30  17:00:00,214.3047409,,
 07/30  18:00:00,213.821455,,
 07/30  19:00:00,203.1010326,,
 07/30  20:00:00,199.4549447,,
 07/30  21:00:00,175.5286258,,
 07/30  22:00:00,123.7232672,,
 07/30  23:00:00,153.7907826,,
 07/30  24:00:00,132.1721122,,
 07/31  01:00:00,124.6935284,,
 07/31  02:00:00,124.1149686,,
 07/31  03:00:00,123.4902415,,
 07/31  04:00:00,130.4105129,,
 07/31  05:00:00,129.6171749,,
 07/31  06:00:00,161.0873322,,
 07/31  07:00:00,180.4129813,,
 07/31  08:00:00,255.000494,,
 07/31  09:00:00,286.5878476,,
 07/31  10:00:00,287.512852,,
 07/31  11:00:00,314.6298164,,
 07/31  12:00:00,309.4241128,,
 07/31  13:00:00,311.2878268,,
 07/31  14:00:00,300.3438225,,
 07/31  15:00:00,296.2415586,,
 07/31  16:00:00,295.2990425,,
 07/31  17:00:00,290.4184572,,
 07/31  18:00:00,279.6841556,,
 07/31  19:00:00,269.9934118,,
 07/31  20:00:00,254.5495451,,
 07/31  21:00:00,182.0279386,,
 07/31  22:00:00,129.6000461,,
 07/31  23:00:00,158.529496,,
 07/31  24:00:00,137.8667831,,
 08/01  01:00:00,126.4974199,,
 08/01  02:00:00,124.8479824,,
 08/01  03:00:00,123.2548627,,
 08/01  04:00:00,148.2154951,,
 08/01  05:00:00,146.098398,,
 08/01  06:00:00,177.0706948,,
 08/01  07:00:00,187.8532901,,
 08/01  08:00:00,253.7689975,,
 08/01  09:00:00,288.7840784,,
 08/01  10:00:00,284.370043,,
 08/01  11:00:00,304.7713765,,
 08/01  12:00:00,297.8082304,,
 08/01  13:00:00,300.4457771,,
 08/01  14:00:00,293.139428,,
 08/01  15:00:00,290.4036253,,
 08/01  16:00:00,289.972743,,
 08/01  17:00:00,285.6811892,,
 08/01  18:00:00,276.1365405,,
 08/01  19:00:00,259.4761218,,
 08/01  20:00:00,242.0755027,,
 08/01  21:00:00,172.3088022,,
 08/01  22:00:00,127.2535775,,
 08/01  23:00:00,156.0228742,,
 08/01  24:00:00,134.7089538,,
 08/02  01:00:00,124.0175914,,
 08/02  02:00:00,123.3684125,,
 08/02  03:00:00,123.0915212,,
 08/02  04:00:00,130.5370853,,
 08/02  05:00:00,129.1170033,,
 08/02  06:00:00,160.3426782,,
 08/02  07:00:00,180.2780162,,
 08/02  08:00:00,254.5605295,,
 08/02  09:00:00,284.3918596,,
 08/02  10:00:00,282.8626216,,
 08/02  11:00:00,303.4027004,,
 08/02  12:00:00,295.0816195,,
 08/02  13:00:00,293.5026907,,
 08/02  14:00:00,285.1613513,,
 08/02  15:00:00,285.9248491,,
 08/02  16:00:00,288.7480073,,
 08/02  17:00:00,287.0800456,,
 08/02  18:00:00,285.0059596,,
 08/02  19:00:00,279.8854703,,
 08/02  20:00:00,260.7224828,,
 08/02  21:00:00,180.4959867,,
 08/02  22:00:00,127.7547502,,
 08/02  23:00:00,157.9288015,,
 08/02  24:00:00,136.9341065,,
 08/03  01:00:00,125.4730218,,
 08/03  02:00:00,124.006115,,
 08/03  03:00:00,123.0752458,,
 08/03  04:00:00,130.5379801,,
 08/03  05:00:00,129.2574355,,
 08/03  06:00:00,160.5161177,,
 08/03  07:00:00,181.0824833,,
 08/03  08:00:00,259.288191,,
 08/03  09:00:00,296.7687164,,
 08/03  10:00:00,293.2693599,,
 08/03  11:00:00,313.0268659,,
 08/03  12:00:00,305.5708621,,
 08/03  13:00:00,307.2455586,,
 08/03  14:00:00,298.3217604,,
 08/03  15:00:00,294.8293822,,
 08/03  16:00:00,294.7872075,,
 08/03  17:00:00,293.4729313,,
 08/03  18:00:00,284.460056,,
 08/03  19:00:00,275.6665536,,
 08/03  20:00:00,256.4330594,,
 08/03  21:00:00,180.0932006,,
 08/03  22:00:00,128.1717906,,
 08/03  23:00:00,157.4158714,,
 08/03  24:00:00,135.9720414,,
 08/04  01:00:00,124.1691159,,
 08/04  02:00:00,123.6878492,,
 08/04  03:00:00,122.9863106,,
 08/04  04:00:00,148.4888106,,
 08/04  05:00:00,147.8786376,,
 08/04  06:00:00,179.9434165,,
 08/04  07:00:00,191.3818294,,
 08/04  08:00:00,255.8599813,,
 08/04  09:00:00,293.8216855,,
 08/04  10:00:00,295.3342633,,
 08/04  11:00:00,312.1633094,,
 08/04  12:00:00,299.3211084,,
 08/04  13:00:00,299.0164006,,
 08/04  14:00:00,291.7981951,,
 08/04  15:00:00,287.2889368,,
 08/04  16:00:00,284.0045884,,
 08/04  17:00:00,279.8499683,,
 08/04  18:00:00,271.9165898,,
 08/04  19:00:00,254.8995744,,
 08/04  20:00:00,239.4486871,,
 08/04  21:00:00,170.9390551,,
 08/04  22:00:00,125.9621336,,
 08/04  23:00:00,155.9428304,,
 08/04  24:00:00,134.5534777,,
 08/05  01:00:00,121.3446753,,
 08/05  02:00:00,121.1761072,,
 08/05  03:00:00,120.4317673,,
 08/05  04:00:00,127.3689281,,
 08/05  05:00:00,126.2886323,,
 08/05  06:00:00,145.4122728,,
 08/05  07:00:00,164.4778568,,
 08/05  08:00:00,225.0256616,,
 08/05  09:00:00,250.6354639,,
 08/05  10:00:00,276.8907071,,
 08/05  11:00:00,302.1984471,,
 08/05  12:00:00,293.4623315,,
 08/05  13:00:00,294.0640267,,
 08/05  14:00:00,286.8342196,,
 08/05  15:00:00,280.9473381,,
 08/05  16:00:00,278.8245256,,
 08/05  17:00:00,277.7890271,,
 08/05  18:00:00,254.925868,,
 08/05  19:00:00,218.4912897,,
 08/05  20:00:00,213.832678,,
 08/05  21:00:00,161.225231,,
 08/05  22:00:00,122.9016656,,
 08/05  23:00:00,153.3458673,,
 08/05  24:00:00,131.40875,,
 08/06  01:00:00,119.5089154,,
 08/06  02:00:00,117.487393,,
 08/06  03:00:00,116.5113489,,
 08/06  04:00:00,123.4249626,,
 08/06  05:00:00,121.6336243,,
 08/06  06:00:00,140.2800601,,
 08/06  07:00:00,157.9065342,,
 08/06  08:00:00,192.0549135,,
 08/06  09:00:00,170.9202005,,
 08/06  10:00:00,203.7658368,,
 08/06  11:00:00,231.9442024,,
 08/06  12:00:00,251.1666191,,
 08/06  13:00:00,254.2711097,,
 08/06  14:00:00,249.3595237,,
 08/06  15:00:00,245.3090288,,
 08/06  16:00:00,243.0719972,,
 08/06  17:00:00,208.4163837,,
 08/06  18:00:00,209.8277285,,
 08/06  19:00:00,199.2639165,,
 08/06  20:00:00,196.8420827,,
 08/06  21:00:00,174.4987038,,
 08/06  22:00:00,122.4612075,,
 08/06  23:00:00,152.9599097,,
 08/06  24:00:00,130.3763129,,
 08/07  01:00:00,121.2001365,,
 08/07  02:00:00,119.1674082,,
 08/07  03:00:00,117.6722931,,
 08/07  04:00:00,124.2121735,,
 08/07  05:00:00,122.8919834,,
 08/07  06:00:00,154.4603552,,
 08/07  07:00:00,173.7050644,,
 08/07  08:00:00,249.3608992,,
 08/07  09:00:00,280.3781487,,
 08/07  10:00:00,274.6398879,,
 08/07  11:00:00,298.9225986,,
 08/07  12:00:00,291.3290595,,
 08/07  13:00:00,291.5650069,,
 08/07  14:00:00,285.2611355,,
 08/07  15:00:00,280.8060598,,
 08/07  16:00:00,280.2164637,,
 08/07  17:00:00,278.219757,,
 08/07  18:00:00,269.9404686,,
 08/07  19:00:00,259.1198602,,
 08/07  20:00:00,241.0528294,,
 08/07  21:00:00,173.1252167,,
 08/07  22:00:00,123.3338672,,
 08/07  23:00:00,153.7460965,,
 08/07  24:00:00,131.7780037,,
 08/08  01:00:00,120.7561632,,
 08/08  02:00:00,119.3043782,,
 08/08  03:00:00,117.8105085,,
 08/08  04:00:00,142.1643229,,
 08/08  05:00:00,141.316338,,
 08/08  06:00:00,173.4578681,,
 08/08  07:00:00,184.9192503,,
 08/08  08:00:00,249.5402013,,
 08/08  09:00:00,281.0926801,,
 08/08  10:00:00,277.8920185,,
 08/08  11:00:00,302.0042828,,
 08/08  12:00:00,293.9990207,,
 08/08  13:00:00,292.804418,,
 08/08  14:00:00,284.9406081,,
 08/08  15:00:00,279.4229933,,
 08/08  16:00:00,280.1155092,,
 08/08  17:00:00,278.4329311,,
 08/08  18:00:00,269.5880946,,
 08/08  19:00:00,255.2415247,,
 08/08  20:00:00,234.2937942,,
 08/08  21:00:00,168.5397747,,
 08/08  22:00:00,123.9862826,,
 08/08  23:00:00,153.6437809,,
 08/08  24:00:00,131.0301256,,
 08/09  01:00:00,119.3766046,,
 08/09  02:00:00,118.4641741,,
 08/09  03:00:00,116.8369067,,
 08/09  04:00:00,123.0100398,,
 08/09  05:00:00,121.9614545,,
 08/09  06:00:00,153.8977176,,
 08/09  07:00:00,173.1531333,,
 08/09  08:00:00,249.1758244,,
 08/09  09:00:00,282.4297245,,
 08/09  10:00:00,277.8932574,,
 08/09  11:00:00,301.8445752,,
 08/09  12:00:00,293.1920313,,
 08/09  13:00:00,292.9677196,,
 08/09  14:00:00,286.3544313,,
 08/09  15:00:00,282.7704981,,
 08/09  16:00:00,283.6728513,,
 08/09  17:00:00,280.7203502,,
 08/09  18:00:00,270.0526215,,
 08/09  19:00:00,263.2799656,,
 08/09  20:00:00,242.9084235,,
 08/09  21:00:00,174.3004909,,
 08/09  22:00:00,124.7301148,,
 08/09  23:00:00,154.8399383,,
 08/09  24:00:00,132.3992842,,
 08/10  01:00:00,121.4675251,,
 08/10  02:00:00,120.3622332,,
 08/10  03:00:00,119.2836651,,
 08/10  04:00:00,125.9877581,,
 08/10  05:00:00,124.4869989,,
 08/10  06:00:00,158.5195503,,
 08/10  07:00:00,171.6963026,,
 08/10  08:00:00,245.9459096,,
 08/10  09:00:00,277.5337708,,
 08/10  10:00:00,273.572989,,
 08/10  11:00:00,299.7923883,,
 08/10  12:00:00,291.1630585,,
 08/10  13:00:00,291.086918,,
 08/10  14:00:00,284.4967684,,
 08/10  15:00:00,280.5189251,,
 08/10  16:00:00,279.9267497,,
 08/10  17:00:00,278.7972067,,
 08/10  18:00:00,270.6176947,,
 08/10  19:00:00,263.8348348,,
 08/10  20:00:00,243.5235665,,
 08/10  21:00:00,174.7574226,,
 08/10  22:00:00,124.600259,,
 08/10  23:00:00,154.1245634,,
 08/10  24:00:00,131.6138041,,
 08/11  01:00:00,120.5174174,,
 08/11  02:00:00,119.2329403,,
 08/11  03:00:00,118.5923265,,
 08/11  04:00:00,143.6172399,,
 08/11  05:00:00,142.4145148,,
 08/11  06:00:00,178.1737548,,
 08/11  07:00:00,186.1204183,,
 08/11  08:00:00,250.851247,,
 08/11  09:00:00,280.4747841,,
 08/11  10:00:00,275.0282075,,
 08/11  11:00:00,299.7860471,,
 08/11  12:00:00,291.2607569,,
 08/11  13:00:00,290.4699577,,
 08/11  14:00:00,283.5102454,,
 08/11  15:00:00,280.2848193,,
 08/11  16:00:00,280.6806928,,
 08/11  17:00:00,279.8304633,,
 08/11  18:00:00,274.1585817,,
 08/11  19:00:00,258.7216092,,
 08/11  20:00:00,237.0283799,,
 08/11  21:00:00,169.7995362,,
 08/11  22:00:00,125.2625305,,
 08/11  23:00:00,155.6335262,,
 08/11  24:00:00,133.3979954,,
 08/12  01:00:00,119.6625536,,
 08/12  02:00:00,118.2940534,,
 08/12  03:00:00,117.2381109,,
 08/12  04:00:00,124.3182887,,
 08/12  05:00:00,122.7769528,,
 08/12  06:00:00,145.8227273,,
 08/12  07:00:00,162.316453,,
 08/12  08:00:00,225.5496972,,
 08/12  09:00:00,255.0864415,,
 08/12  10:00:00,283.849965,,
 08/12  11:00:00,308.1300807,,
 08/12  12:00:00,298.327862,,
 08/12  13:00:00,299.3859178,,
 08/12  14:00:00,293.5862622,,
 08/12  15:00:00,289.9904567,,
 08/12  16:00:00,289.3053077,,
 08/12  17:00:00,285.6524932,,
 08/12  18:00:00,261.1809464,,
 08/12  19:00:00,225.7902489,,
 08/12  20:00:00,216.9621533,,
 08/12  21:00:00,163.6736976,,
 08/12  22:00:00,124.8906903,,
 08/12  23:00:00,154.8799507,,
 08/12  24:00:00,133.5247149,,
 08/13  01:00:00,122.1786796,,
 08/13  02:00:00,121.1358348,,
 08/13  03:00:00,119.7835025,,
 08/13  04:00:00,126.7287008,,
 08/13  05:00:00,125.5889175,,
 08/13  06:00:00,148.8293214,,
 08/13  07:00:00,165.8431711,,
 08/13  08:00:00,201.115529,,
 08/13  09:00:00,184.4994502,,
 08/13  10:00:00,217.9682762,,
 08/13  11:00:00,244.0506047,,
 08/13  12:00:00,264.7023403,,
 08/13  13:00:00,263.7849266,,
 08/13  14:00:00,256.8109211,,
 08/13  15:00:00,252.8063752,,
 08/13  16:00:00,251.9986934,,
 08/13  17:00:00,219.2249261,,
 08/13  18:00:00,216.603302,,
 08/13  19:00:00,208.0089706,,
 08/13  20:00:00,201.5631107,,
 08/13  21:00:00,178.0530194,,
 08/13  22:00:00,125.417354,,
 08/13  23:00:00,155.0572024,,
 08/13  24:00:00,133.9180729,,
 08/14  01:00:00,125.2969911,,
 08/14  02:00:00,123.9850055,,
 08/14  03:00:00,123.0368468,,
 08/14  04:00:00,130.444336,,
 08/14  05:00:00,129.0234749,,
 08/14  06:00:00,163.3597232,,
 08/14  07:00:00,178.78815,,
 08/14  08:00:00,252.9192823,,
 08/14  09:00:00,284.2926371,,
 08/14  10:00:00,282.4903636,,
 08/14  11:00:00,306.844928,,
 08/14  12:00:00,299.0076403,,
 08/14  13:00:00,299.56092,,
 08/14  14:00:00,291.5578945,,
 08/14  15:00:00,286.032496,,
 08/14  16:00:00,284.3010738,,
 08/14  17:00:00,280.4825703,,
 08/14  18:00:00,270.759665,,
 08/14  19:00:00,264.741487,,
 08/14  20:00:00,244.8286671,,
 08/14  21:00:00,175.1634397,,
 08/14  22:00:00,124.9515755,,
 08/14  23:00:00,156.722808,,
 08/14  24:00:00,134.9774983,,
 08/15  01:00:00,123.4608852,,
 08/15  02:00:00,122.108336,,
 08/15  03:00:00,120.9194708,,
 08/15  04:00:00,146.9707433,,
 08/15  05:00:00,146.1920468,,
 08/15  06:00:00,181.6717329,,
 08/15  07:00:00,189.2022735,,
 08/15  08:00:00,253.3352286,,
 08/15  09:00:00,284.3786514,,
 08/15  10:00:00,280.2568475,,
 08/15  11:00:00,301.7781072,,
 08/15  12:00:00,292.6764281,,
 08/15  13:00:00,294.4566627,,
 08/15  14:00:00,288.6493428,,
 08/15  15:00:00,284.6396885,,
 08/15  16:00:00,283.3280662,,
 08/15  17:00:00,279.489555,,
 08/15  18:00:00,269.9690123,,
 08/15  19:00:00,255.8727388,,
 08/15  20:00:00,236.4642606,,
 08/15  21:00:00,169.625227,,
 08/15  22:00:00,124.9879961,,
 08/15  23:00:00,155.7669754,,
 08/15  24:00:00,133.0031353,,
 08/16  01:00:00,121.3603306,,
 08/16  02:00:00,120.0880703,,
 08/16  03:00:00,118.8919204,,
 08/16  04:00:00,125.6079562,,
 08/16  05:00:00,124.0278462,,
 08/16  06:00:00,159.0303942,,
 08/16  07:00:00,175.8083573,,
 08/16  08:00:00,251.9472684,,
 08/16  09:00:00,284.8143112,,
 08/16  10:00:00,283.23183,,
 08/16  11:00:00,304.6803982,,
 08/16  12:00:00,293.6314511,,
 08/16  13:00:00,292.1956109,,
 08/16  14:00:00,283.7673485,,
 08/16  15:00:00,280.2609248,,
 08/16  16:00:00,280.0187959,,
 08/16  17:00:00,277.6059052,,
 08/16  18:00:00,270.6880767,,
 08/16  19:00:00,263.5846757,,
 08/16  20:00:00,241.5089519,,
 08/16  21:00:00,173.0877605,,
 08/16  22:00:00,123.0153044,,
 08/16  23:00:00,152.7480237,,
 08/16  24:00:00,130.6991974,,
 08/17  01:00:00,119.7168893,,
 08/17  02:00:00,119.1415824,,
 08/17  03:00:00,118.1791457,,
 08/17  04:00:00,124.4658582,,
 08/17  05:00:00,123.2475745,,
 08/17  06:00:00,160.1479388,,
 08/17  07:00:00,178.9667366,,
 08/17  08:00:00,253.4216412,,
 08/17  09:00:00,283.405874,,
 08/17  10:00:00,279.0820129,,
 08/17  11:00:00,301.1428231,,
 08/17  12:00:00,289.4720241,,
 08/17  13:00:00,290.4634768,,
 08/17  14:00:00,283.0688091,,
 08/17  15:00:00,276.8813981,,
 08/17  16:00:00,275.1393435,,
 08/17  17:00:00,273.5643519,,
 08/17  18:00:00,267.4933106,,
 08/17  19:00:00,261.9553718,,
 08/17  20:00:00,241.898396,,
 08/17  21:00:00,174.5272935,,
 08/17  22:00:00,124.8093277,,
 08/17  23:00:00,154.6142117,,
 08/17  24:00:00,132.2952507,,
 08/18  01:00:00,120.6851621,,
 08/18  02:00:00,119.1541332,,
 08/18  03:00:00,118.8281797,,
 08/18  04:00:00,144.6190994,,
 08/18  05:00:00,143.5568521,,
 08/18  06:00:00,179.8020946,,
 08/18  07:00:00,189.2143674,,
 08/18  08:00:00,254.0824367,,
 08/18  09:00:00,285.7635874,,
 08/18  10:00:00,280.2860522,,
 08/18  11:00:00,299.7188967,,
 08/18  12:00:00,291.931092,,
 08/18  13:00:00,291.3667959,,
 08/18  14:00:00,282.3722024,,
 08/18  15:00:00,276.7415501,,
 08/18  16:00:00,277.2448432,,
 08/18  17:00:00,275.541687,,
 08/18  18:00:00,267.6300978,,
 08/18  19:00:00,252.6993664,,
 08/18  20:00:00,232.8197165,,
 08/18  21:00:00,167.971749,,
 08/18  22:00:00,123.4639994,,
 08/18  23:00:00,153.7155819,,
 08/18  24:00:00,131.099476,,
 08/19  01:00:00,117.3587509,,
 08/19  02:00:00,115.7907031,,
 08/19  03:00:00,114.6593523,,
 08/19  04:00:00,121.2135087,,
 08/19  05:00:00,119.8105355,,
 08/19  06:00:00,143.0721332,,
 08/19  07:00:00,160.8031473,,
 08/19  08:00:00,223.716942,,
 08/19  09:00:00,251.9065694,,
 08/19  10:00:00,277.0480783,,
 08/19  11:00:00,301.0430579,,
 08/19  12:00:00,291.2583077,,
 08/19  13:00:00,292.0766328,,
 08/19  14:00:00,288.2349343,,
 08/19  15:00:00,284.2457897,,
 08/19  16:00:00,282.9661862,,
 08/19  17:00:00,281.8273462,,
 08/19  18:00:00,255.8134127,,
 08/19  19:00:00,220.9416085,,
 08/19  20:00:00,211.3985971,,
 08/19  21:00:00,158.3920429,,
 08/19  22:00:00,120.6878994,,
 08/19  23:00:00,151.0937474,,
 08/19  24:00:00,128.1611519,,
 08/20  01:00:00,117.2544157,,
 08/20  02:00:00,115.7776119,,
 08/20  03:00:00,114.515206,,
 08/20  04:00:00,121.2538871,,
 08/20  05:00:00,120.3893473,,
 08/20  06:00:00,144.4252459,,
 08/20  07:00:00,159.9074316,,
 08/20  08:00:00,192.6267591,,
 08/20  09:00:00,174.8718038,,
 08/20  10:00:00,206.9626945,,
 08/20  11:00:00,230.946612,,
 08/20  12:00:00,247.6767689,,
 08/20  13:00:00,247.975667,,
 08/20  14:00:00,243.2182792,,
 08/20  15:00:00,238.2781048,,
 08/20  16:00:00,235.9536288,,
 08/20  17:00:00,203.765709,,
 08/20  18:00:00,205.842806,,
 08/20  19:00:00,199.4808,,
 08/20  20:00:00,194.1975694,,
 08/20  21:00:00,172.2363482,,
 08/20  22:00:00,120.1226149,,
 08/20  23:00:00,150.4245342,,
 08/20  24:00:00,127.6465646,,
 08/21  01:00:00,119.9336057,,
 08/21  02:00:00,118.3431438,,
 08/21  03:00:00,117.2374081,,
 08/21  04:00:00,124.4160644,,
 08/21  05:00:00,123.6747221,,
 08/21  06:00:00,158.8897696,,
 08/21  07:00:00,175.0381957,,
 08/21  08:00:00,250.5351396,,
 08/21  09:00:00,282.1008664,,
 08/21  10:00:00,276.7372521,,
 08/21  11:00:00,296.0382237,,
 08/21  12:00:00,286.4805566,,
 08/21  13:00:00,286.6984565,,
 08/21  14:00:00,282.1635488,,
 08/21  15:00:00,281.2449656,,
 08/21  16:00:00,275.98134,,
 08/21  17:00:00,270.6019461,,
 08/21  18:00:00,264.1043439,,
 08/21  19:00:00,258.8863347,,
 08/21  20:00:00,241.3136986,,
 08/21  21:00:00,173.3618387,,
 08/21  22:00:00,123.5930323,,
 08/21  23:00:00,154.094378,,
 08/21  24:00:00,131.5019662,,
 08/22  01:00:00,120.8929316,,
 08/22  02:00:00,119.9293916,,
 08/22  03:00:00,118.5791089,,
 08/22  04:00:00,143.6922105,,
 08/22  05:00:00,143.6869076,,
 08/22  06:00:00,180.5785427,,
 08/22  07:00:00,189.8533472,,
 08/22  08:00:00,252.724782,,
 08/22  09:00:00,285.9597799,,
 08/22  10:00:00,286.8226184,,
 08/22  11:00:00,304.2258157,,
 08/22  12:00:00,293.4256147,,
 08/22  13:00:00,295.7420561,,
 08/22  14:00:00,290.3166069,,
 08/22  15:00:00,285.7935899,,
 08/22  16:00:00,285.0997729,,
 08/22  17:00:00,283.1845457,,
 08/22  18:00:00,273.5795823,,
 08/22  19:00:00,262.0744684,,
 08/22  20:00:00,239.1216508,,
 08/22  21:00:00,170.8506022,,
 08/22  22:00:00,126.0809899,,
 08/22  23:00:00,155.9815233,,
 08/22  24:00:00,134.9036016,,
 08/23  01:00:00,123.5085608,,
 08/23  02:00:00,121.8716447,,
 08/23  03:00:00,120.4198264,,
 08/23  04:00:00,126.8874366,,
 08/23  05:00:00,125.502076,,
 08/23  06:00:00,159.905571,,
 08/23  07:00:00,174.2907472,,
 08/23  08:00:00,248.7428307,,
 08/23  09:00:00,278.3445513,,
 08/23  10:00:00,273.8361245,,
 08/23  11:00:00,294.0222333,,
 08/23  12:00:00,284.4372546,,
 08/23  13:00:00,287.8975352,,
 08/23  14:00:00,283.8915404,,
 08/23  15:00:00,279.2520282,,
 08/23  16:00:00,280.3921875,,
 08/23  17:00:00,280.0208075,,
 08/23  18:00:00,270.376862,,
 08/23  19:00:00,267.3531,,
 08/23  20:00:00,243.7430111,,
 08/23  21:00:00,174.3349933,,
 08/23  22:00:00,124.2224459,,
 08/23  23:00:00,154.3729604,,
 08/23  24:00:00,131.9475076,,
 08/24  01:00:00,121.2538657,,
 08/24  02:00:00,119.9164036,,
 08/24  03:00:00,118.8969281,,
 08/24  04:00:00,126.2313553,,
 08/24  05:00:00,125.6834224,,
 08/24  06:00:00,161.1891221,,
 08/24  07:00:00,177.5805978,,
 08/24  08:00:00,251.5759807,,
 08/24  09:00:00,279.1894351,,
 08/24  10:00:00,274.3989129,,
 08/24  11:00:00,296.8569546,,
 08/24  12:00:00,289.7744388,,
 08/24  13:00:00,290.0442188,,
 08/24  14:00:00,285.2121782,,
 08/24  15:00:00,281.3446383,,
 08/24  16:00:00,280.950893,,
 08/24  17:00:00,281.8129042,,
 08/24  18:00:00,274.8026872,,
 08/24  19:00:00,273.7793456,,
 08/24  20:00:00,249.9660349,,
 08/24  21:00:00,177.8186256,,
 08/24  22:00:00,126.9880293,,
 08/24  23:00:00,156.6170777,,
 08/24  24:00:00,135.0748388,,
 08/25  01:00:00,123.9609157,,
 08/25  02:00:00,123.0335913,,
 08/25  03:00:00,122.6966078,,
 08/25  04:00:00,148.1243748,,
 08/25  05:00:00,147.5459973,,
 08/25  06:00:00,183.8210229,,
 08/25  07:00:00,192.7393963,,
 08/25  08:00:00,258.9707252,,
 08/25  09:00:00,294.6865076,,
 08/25  10:00:00,289.9609652,,
 08/25  11:00:00,306.8341821,,
 08/25  12:00:00,297.4344364,,
 08/25  13:00:00,298.625777,,
 08/25  14:00:00,290.8309597,,
